version,instance,result,time
v_01,../instances/set_2_4/p2.4.b.txt,70.000000,497
v_01,../instances/set_2_4/p2.4.b.txt,70.000000,502
v_01,../instances/set_2_4/p2.4.b.txt,70.000000,501
v_01,../instances/set_2_4/p2.4.c.txt,70.000000,588
v_01,../instances/set_2_4/p2.4.c.txt,70.000000,573
v_01,../instances/set_2_4/p2.4.c.txt,70.000000,591
v_01,../instances/set_2_4/p2.4.c.txt,70.000000,590
v_01,../instances/set_2_4/p2.4.d.txt,70.000000,622
v_01,../instances/set_2_4/p2.4.d.txt,70.000000,608
v_01,../instances/set_2_4/p2.4.d.txt,70.000000,606
v_01,../instances/set_2_4/p2.4.d.txt,70.000000,608
v_01,../instances/set_2_4/p2.4.e.txt,70.000000,649
v_01,../instances/set_2_4/p2.4.e.txt,70.000000,654
v_01,../instances/set_2_4/p2.4.e.txt,70.000000,773
v_01,../instances/set_2_4/p2.4.e.txt,70.000000,784
v_01,../instances/set_2_4/p2.4.f.txt,105.000000,1413
v_01,../instances/set_2_4/p2.4.f.txt,105.000000,1416
v_01,../instances/set_2_4/p2.4.f.txt,105.000000,1427
v_01,../instances/set_2_4/p2.4.f.txt,105.000000,1408
v_01,../instances/set_2_4/p2.4.g.txt,105.000000,1481
v_01,../instances/set_2_4/p2.4.g.txt,105.000000,1485
v_01,../instances/set_2_4/p2.4.g.txt,105.000000,1477
v_01,../instances/set_2_4/p2.4.g.txt,105.000000,1481
v_01,../instances/set_2_4/p2.4.h.txt,120.000000,1923
v_01,../instances/set_2_4/p2.4.h.txt,120.000000,1900
v_01,../instances/set_2_4/p2.4.h.txt,120.000000,1886
v_01,../instances/set_2_4/p2.4.h.txt,120.000000,1891
v_01,../instances/set_2_4/p2.4.i.txt,120.000000,2025
v_01,../instances/set_2_4/p2.4.i.txt,120.000000,2015
v_01,../instances/set_2_4/p2.4.i.txt,120.000000,1977
v_01,../instances/set_2_4/p2.4.i.txt,120.000000,2011
v_01,../instances/set_2_4/p2.4.j.txt,120.000000,2047
v_01,../instances/set_2_4/p2.4.j.txt,120.000000,2043
v_01,../instances/set_2_4/p2.4.j.txt,120.000000,2270
v_01,../instances/set_2_4/p2.4.j.txt,120.000000,2012
v_01,../instances/set_2_4/p2.4.k.txt,180.000000,2812
v_01,../instances/set_2_4/p2.4.k.txt,180.000000,2784
v_01,../instances/set_2_4/p2.4.k.txt,180.000000,2799
v_01,../instances/set_2_4/p2.4.k.txt,180.000000,2818
v_01,../instances/set_3_2/p3.2.a.txt,90.000000,268
v_01,../instances/set_3_2/p3.2.a.txt,90.000000,273
v_01,../instances/set_3_2/p3.2.a.txt,90.000000,270
v_01,../instances/set_3_2/p3.2.a.txt,90.000000,266
v_01,../instances/set_3_2/p3.2.b.txt,150.000000,795
v_01,../instances/set_3_2/p3.2.b.txt,150.000000,796
v_01,../instances/set_3_2/p3.2.b.txt,150.000000,802
v_01,../instances/set_3_2/p3.2.b.txt,150.000000,765
v_01,../instances/set_3_2/p3.2.c.txt,180.000000,1477
v_01,../instances/set_3_2/p3.2.c.txt,180.000000,1524
v_01,../instances/set_3_2/p3.2.c.txt,180.000000,1514
v_01,../instances/set_3_2/p3.2.c.txt,180.000000,1531
v_01,../instances/set_3_2/p3.2.d.txt,220.000000,2592
v_01,../instances/set_3_2/p3.2.d.txt,220.000000,2656
v_01,../instances/set_3_2/p3.2.d.txt,220.000000,2706
v_01,../instances/set_3_2/p3.2.d.txt,220.000000,2901
v_01,../instances/set_3_2/p3.2.e.txt,250.000000,3777
v_01,../instances/set_3_2/p3.2.e.txt,250.000000,3805
v_01,../instances/set_3_2/p3.2.e.txt,250.000000,3718
v_01,../instances/set_3_2/p3.2.e.txt,250.000000,3779
v_01,../instances/set_3_2/p3.2.f.txt,280.000000,4703
v_01,../instances/set_3_2/p3.2.f.txt,280.000000,4690
v_01,../instances/set_3_2/p3.2.f.txt,280.000000,4658
v_01,../instances/set_3_2/p3.2.f.txt,280.000000,4929
v_01,../instances/set_3_2/p3.2.g.txt,340.000000,5663
v_01,../instances/set_3_2/p3.2.g.txt,340.000000,5705
v_01,../instances/set_3_2/p3.2.g.txt,330.000000,5589
v_01,../instances/set_3_2/p3.2.g.txt,340.000000,5641
v_01,../instances/set_3_2/p3.2.h.txt,380.000000,6602
v_01,../instances/set_3_2/p3.2.h.txt,360.000000,6728
v_01,../instances/set_3_2/p3.2.h.txt,380.000000,6614
v_01,../instances/set_3_2/p3.2.h.txt,370.000000,6611
v_01,../instances/set_3_2/p3.2.i.txt,420.000000,7463
v_01,../instances/set_3_2/p3.2.i.txt,410.000000,7457
v_01,../instances/set_3_2/p3.2.i.txt,410.000000,7555
v_01,../instances/set_3_2/p3.2.i.txt,420.000000,7411
v_01,../instances/set_3_2/p3.2.j.txt,460.000000,8689
v_01,../instances/set_3_2/p3.2.j.txt,470.000000,8806
v_01,../instances/set_3_2/p3.2.j.txt,470.000000,8846
v_01,../instances/set_3_2/p3.2.j.txt,470.000000,8892
v_01,../instances/set_3_2/p3.2.k.txt,500.000000,10211
v_01,../instances/set_3_2/p3.2.k.txt,500.000000,10257
v_01,../instances/set_3_2/p3.2.k.txt,510.000000,10060
v_01,../instances/set_3_2/p3.2.k.txt,500.000000,10271
v_01,../instances/set_3_2/p3.2.l.txt,540.000000,10994
